Topology,R1,R2,R3,C1,C2,C3,RA,RB,K_calc,Q_calc,f0_calc,SampleID,FamilyLabel,ResponseType
MFB_BPF,93915.6337542268,323330.368017135,NaN,1.18613591854901e-11,1.94469358206925e-10,NaN,NaN,NaN,-54753.3789436689,0.431900028309653,19016.6983420703,1491,MFB,BPF
VCVS_HPF,6508.34571147744,6508.34571147744,NaN,1.85179960219693e-10,1.85179960219693e-10,NaN,9971.86781051147,13734.7718183095,2.37735197450487,1.60604379850846,132055.20731803,1306,VCVS,HPF
ACTIVE_OTHER_CASCADED_VCVS,11923.7626840592,11923.7626840592,5802.5111471032,1.68205281710661e-10,1.68205281710661e-10,3.35404810680399e-12,9887.17509066062,2111.78265880487,2.71874089206637,0.938002026711193,4128561.55785572,2593,ACTIVE_OTHER,LPF
ACTIVE_OTHER_CASCADED_VCVS,14754.629519128,14754.629519128,11379.1834759659,2.73216848386207e-11,2.73216848386207e-11,5.77303616003541e-10,10072.1220967809,5015.92635327341,2.26217720950388,1.00834910821666,209516.91586082,2653,ACTIVE_OTHER,BSF
MFB_BPF,1794.75722122379,418299141745.247,NaN,1.09357551932081e-11,1.87148574890534e-11,NaN,NaN,NaN,-29771983.2670254,7365.87954049233,406.028144274482,1600,MFB,BPF
MFB_BPF,75032.8727510592,32160.6111773766,NaN,8.91373515552194e-10,6.00959526022337e-10,NaN,NaN,NaN,-22177.0207009704,0.321087264152226,4426.69625064586,1777,MFB,BPF
ACTIVE_OTHER_CASCADED_VCVS,5579.46699935642,5579.46699935642,2648.10890175269,5.72475857136901e-10,5.72475857136901e-10,1.21340007295586e-12,9771.88762070028,2246.08845022226,1.60940150242532,0.686205417239359,24790595.012426,2435,ACTIVE_OTHER,BSF
MFB_BPF,67117.6904391282,514393458.789554,NaN,1.41663151151608e-11,1.16623621696424e-10,NaN,NaN,NaN,-127754.578117778,27.2067457365509,666.395721459352,1588,MFB,BPF
VCVS_BSF,417368.753279376,417368.753279376,NaN,7.0352682892205e-11,7.0352682892205e-11,NaN,10007.2550067826,2384.04921075992,1.2382320835378,0.656367890002639,5420.25271585598,1327,VCVS,BSF
MFB_BPF,23020.5969484079,7479581.67378996,NaN,3.35350641908911e-11,5.5848221398492e-10,NaN,NaN,NaN,-77781.0984628721,4.16677669311289,2802.65049464593,1545,MFB,BPF
MFB_BPF,15289.1831425177,2277870.728474,NaN,1.84636120197574e-11,1.16530825100334e-10,NaN,NaN,NaN,-561273.962264576,4.1940660596123,18385.8922121614,1849,MFB,BPF
VCVS_LPF,102120.497915884,102120.497915884,NaN,6.44483211045987e-11,6.44483211045987e-11,NaN,9992.15158599617,13218.6686279921,2.32290513351677,1.47689792007124,24182.1883587585,1326,VCVS,LPF
PASSIVE_RLC_BPF,44.0427312053934,NaN,NaN,2.11949446595479e-11,NaN,NaN,NaN,NaN,1,10,104376.922166439,48,PASSIVE,BPF
PASSIVE_RLC_BPF,52.7908093277745,NaN,NaN,1.48058061508135e-11,NaN,NaN,NaN,NaN,1,10,7615.4811210293,70,PASSIVE,BPF
VCVS_BSF,9860.98181166111,9860.98181166111,NaN,7.30148164707234e-10,7.30148164707234e-10,NaN,10033.0764395002,4878.61156455515,1.48625280530586,0.973241324067335,22104.9214500254,957,VCVS,BSF
MFB_LPF,11468.2811440185,6835.89198034348,28713.5017514178,1.80666852905406e-10,6.1667883439622e-11,NaN,NaN,NaN,-2.50373193600977,0.455335296610779,107624.387957225,1932,MFB,LPF
ACTIVE_OTHER_CASCADED_VCVS,4439.6076785969,4439.6076785969,34020.6870229794,3.74704220613995e-10,3.74704220613995e-10,4.67233135247448e-10,9822.6994911184,1942.85763349301,1.35665983773959,0.599868851583203,52842.4915434432,2634,ACTIVE_OTHER,BSF
MFB_LPF,1394564.43985996,2341.90329937464,3177628.86116325,9.15024303459843e-11,1.24810021677732e-11,NaN,NaN,NaN,-2.27858159174224,0.0733291003225855,54593.7620835126,1673,MFB,LPF
PASSIVE_RLC_BPF,708.00018294627,NaN,NaN,1.67984440393293e-10,NaN,NaN,NaN,NaN,1,10,2030.48563312079,98,PASSIVE,BPF
ACTIVE_OTHER_CASCADED_VCVS,96263.2686862182,96263.2686862182,21682.9629629254,4.91895678842533e-10,4.91895678842533e-10,5.24462485344016e-10,10043.1622820238,11405.1175691353,2.75912347704156,0.871175970546544,8678.29803160236,2426,ACTIVE_OTHER,HPF
PASSIVE_RC,8988.64488712373,NaN,NaN,5.79900741782123e-11,NaN,NaN,NaN,NaN,1,NaN,305331.94497535,320,PASSIVE,HPF
ACTIVE_OTHER_CASCADED_VCVS,32605.4178966892,32605.4178966892,3341.25504361036,2.63162358390962e-10,2.63162358390962e-10,2.1641140266087e-11,9692.39723567987,1546.24685501038,1.88067409582112,0.958698164752048,1109800.35879029,2351,ACTIVE_OTHER,BSF
ACTIVE_OTHER_CASCADED_VCVS,96682.9815515608,96682.9815515608,50351.6893900334,1.90318492727449e-10,1.90318492727449e-10,9.7504483550636e-13,10273.6198069496,4691.59195484964,1.72007758699281,0.598824660234542,1625207.11827746,2263,ACTIVE_OTHER,BPF
PASSIVE_RLC_BSF,10.9383827728352,NaN,NaN,1.70203799331841e-11,NaN,NaN,NaN,NaN,1,10,2094.12900297871,480,PASSIVE,BSF
VCVS_BSF,117424.934645093,117424.934645093,NaN,8.16514180736418e-10,8.16514180736418e-10,NaN,9909.94257306903,715.626271526942,1.07221295847583,0.538916774671267,1659.95407485888,1118,VCVS,BSF
PASSIVE_RC,218001.191762444,NaN,NaN,2.14970410066014e-12,NaN,NaN,NaN,NaN,1,NaN,339611.64932041,326,PASSIVE,LPF
VCVS_BPF,8601.379166873,8601.379166873,NaN,1.23415134436574e-10,1.23415134436574e-10,NaN,10016.28013562,3669.40763055406,1.36634434948608,0.612124103194831,149928.300568247,1020,VCVS,BPF
ACTIVE_OTHER_CASCADED_VCVS,4705.19818315416,4705.19818315416,11411.415259828,1.56715079348761e-12,1.56715079348761e-12,3.69680257428035e-11,9796.28645262309,4190.71335290722,2.19758767666998,0.97938433423573,10980623.2788986,2243,ACTIVE_OTHER,BSF
PASSIVE_RC,2905.78641557253,NaN,NaN,1.27321229378611e-10,NaN,NaN,NaN,NaN,1,NaN,430185.35272593,507,PASSIVE,LPF
PASSIVE_RLC_BSF,5257.96514134282,NaN,NaN,2.35849939748187e-10,NaN,NaN,NaN,NaN,1,9.80924357746154,13083.7169655178,414,PASSIVE,BSF
PASSIVE_RC,65507.5229317246,NaN,NaN,1.5625963501381e-12,NaN,NaN,NaN,NaN,1,NaN,1554827.26800394,442,PASSIVE,LPF
PASSIVE_RLC_BPF,819.495772709882,NaN,NaN,8.48208942911099e-11,NaN,NaN,NaN,NaN,1,10,1333.94711121226,520,PASSIVE,BPF
ACTIVE_OTHER_CASCADED_VCVS,5022.14258802763,5022.14258802763,28108.2804142769,3.19528027132101e-12,3.19528027132101e-12,1.38493388789781e-10,10006.3376780007,6469.60526025512,1.95912456823499,0.645644481031648,4979419.67582234,2651,ACTIVE_OTHER,HPF
PASSIVE_RLC_BPF,1699.84360419634,NaN,NaN,8.74973624027714e-11,NaN,NaN,NaN,NaN,1,10,322.002746019424,77,PASSIVE,BPF
ACTIVE_OTHER_CASCADED_VCVS,311276.076878191,311276.076878191,52071.2525311194,3.61296824708263e-11,3.61296824708263e-11,6.14191619758402e-12,9803.59665388017,6157.03053494159,2.66899258902865,1.36538539606822,255897.560588179,2310,ACTIVE_OTHER,BSF
PASSIVE_RLC_BPF,12.8741717580634,NaN,NaN,1.56211431430779e-10,NaN,NaN,NaN,NaN,1,10,9813.06701632451,207,PASSIVE,BPF
VCVS_LPF,19547.9483031794,19547.9483031794,NaN,2.26069805022733e-12,2.26069805022733e-12,NaN,10187.2364247372,12811.6814469439,2.25762090058437,1.3470206809259,3601441.71039289,1119,VCVS,LPF
MFB_BPF,19102.535030576,227107443.111812,NaN,6.67041384706341e-11,1.12768183677667e-11,NaN,NaN,NaN,-4642184.63496037,38.3487580999265,2786.05228835623,1918,MFB,BPF
ACTIVE_OTHER_CASCADED_VCVS,199451.304873585,199451.304873585,196822.501143636,3.80354182279548e-10,3.80354182279548e-10,7.86096664044411e-12,9663.10247078697,4481.69862206945,1.6546022391892,0.592907279457395,52481.6881672151,2414,ACTIVE_OTHER,LPF
VCVS_BPF,2928.93761508663,2928.93761508663,NaN,9.87548721075456e-10,9.87548721075456e-10,NaN,10031.3152660439,726.156860620299,1.07238899798896,0.51877686885825,55023.9139391594,1014,VCVS,BPF
VCVS_LPF,13512.6357835792,13512.6357835792,NaN,2.15512561854499e-12,2.15512561854499e-12,NaN,9974.95492523516,3692.55890810111,1.37018301694371,0.613565823890709,5465217.76144908,1280,VCVS,LPF
VCVS_BPF,64948.9695403416,64948.9695403416,NaN,4.67388618274352e-12,4.67388618274352e-12,NaN,10009.4850729472,11499.8732197184,2.14889758423231,1.17494672964593,524287.778573767,1361,VCVS,BPF
MFB_BPF,67577.9625510769,32411539.000856,NaN,2.18737172992457e-11,1.07650349427146e-10,NaN,NaN,NaN,-137460.988392489,8.20475896958924,2216.14789001555,1781,MFB,BPF
PASSIVE_RLC_BSF,5963.400790242,NaN,NaN,3.909695320025e-12,NaN,NaN,NaN,NaN,1,10,6223.66572985642,52,PASSIVE,BSF
MFB_BPF,47676.9700663218,20.3870369064814,NaN,2.84075519994822e-11,9.21413603149715e-10,NaN,NaN,NaN,-22763.3791839549,0.00352228998075801,997802.386444747,1830,MFB,BPF
MFB_BPF,2136.9481336768,80963853093.6804,NaN,1.33681225879562e-11,1.25038253508541e-11,NaN,NaN,NaN,-37425112.937529,3075.92770589942,935.881575741942,1519,MFB,BPF
MFB_BPF,2752.28489249389,154018132.694107,NaN,4.15422267958933e-11,1.0344254697553e-10,NaN,NaN,NaN,-3512427.82144363,106.95752069862,3729.00549062369,2051,MFB,BPF
VCVS_BSF,6737.46316614747,6737.46316614747,NaN,1.80050780819949e-12,1.80050780819949e-12,NaN,9778.13504873477,3206.33579570227,1.3279087248971,0.74394657172636,13119845.4347994,979,VCVS,BSF
VCVS_BSF,23304.100323316,23304.100323316,NaN,2.74203929893129e-12,2.74203929893129e-12,NaN,9993.80751455877,4357.77533566151,1.43604755537999,0.886599579042339,2490658.10484591,1338,VCVS,BSF
MFB_BPF,2662.47300146052,18704564734.3186,NaN,3.04053827015751e-10,1.29665315392974e-10,NaN,NaN,NaN,-2896616.27646908,1213.4161026524,113.58384724496,1983,MFB,BPF
PASSIVE_RC,889746.249417703,NaN,NaN,6.81549554672212e-11,NaN,NaN,NaN,NaN,1,NaN,2624.56013104563,288,PASSIVE,HPF
VCVS_BPF,242001.169032437,242001.169032437,NaN,7.46425335843853e-10,7.46425335843853e-10,NaN,10073.9630431716,8346.10659361932,1.82848294736166,0.853594062286957,881.081932166404,946,VCVS,BPF
PASSIVE_RC,84585.6963165983,NaN,NaN,1.85162216921951e-11,NaN,NaN,NaN,NaN,1,NaN,101618.043959784,116,PASSIVE,HPF
PASSIVE_RLC_BPF,14.1631613407293,NaN,NaN,1.39457505760495e-12,NaN,NaN,NaN,NaN,1,10,9957.38864309302,575,PASSIVE,BPF
MFB_BPF,22210.8170733517,11731377706.1883,NaN,2.66869833904212e-11,1.73861220990493e-10,NaN,NaN,NaN,-258960.031623823,246.845132930065,144.747892718347,2037,MFB,BPF
VCVS_HPF,159552.714873987,159552.714873987,NaN,3.79217627402115e-12,3.79217627402115e-12,NaN,9743.9200276579,12938.8969056735,2.32789440686569,1.48786144649768,263043.404341159,765,VCVS,HPF
ACTIVE_OTHER_CASCADED_VCVS,737378.914083726,737378.914083726,1330.80554416126,1.08670978676737e-12,1.08670978676737e-12,8.25058939282721e-12,10020.1332553962,12804.8663138843,3.58805314670806,1.04335191652621,7346847.3568077,2452,ACTIVE_OTHER,HPF
ACTIVE_OTHER_CASCADED_VCVS,60941.279252026,60941.279252026,613202.177767529,5.82702883122577e-12,5.82702883122577e-12,6.92912737181876e-11,9820.61601131635,12783.8570114532,5.4531466702091,1.50863667810203,225967.476881319,2622,ACTIVE_OTHER,BPF
VCVS_LPF,178555.977777256,178555.977777256,NaN,1.49383118786206e-12,1.49383118786206e-12,NaN,10045.853642921,12153.4609006023,2.20979872219883,1.26550035806399,596683.756286348,1332,VCVS,LPF
ACTIVE_OTHER_CASCADED_VCVS,32440.0241679715,32440.0241679715,42670.5961090271,3.76382468057526e-12,3.76382468057526e-12,2.73896619217021e-12,10144.2464268505,3398.93807628398,2.32118681923414,0.696708059464474,1332634.35928601,2116,ACTIVE_OTHER,LPF
ACTIVE_OTHER_CASCADED_VCVS,4437.64048464224,4437.64048464224,11917.477584471,4.98420798001263e-11,4.98420798001263e-11,1.53799447812737e-11,9840.50291655904,7919.33384422766,4.2379156118963,1.18540738297108,793945.222787453,2447,ACTIVE_OTHER,LPF
VCVS_BSF,3987.62283969043,3987.62283969043,NaN,4.13493475665936e-12,4.13493475665936e-12,NaN,10214.8407436978,5327.99928834449,1.52159396529326,1.0451373179406,9652446.32794327,1400,VCVS,BSF
ACTIVE_OTHER_CASCADED_VCVS,65065.9282371529,65065.9282371529,6209.19172779075,3.86997980924397e-12,3.86997980924397e-12,1.40280894302988e-10,9838.75011041252,12281.4562787551,2.69098935429212,0.942438264758596,407389.727534684,2311,ACTIVE_OTHER,HPF
VCVS_LPF,13658.7454228147,13658.7454228147,NaN,1.92489433726166e-10,1.92489433726166e-10,NaN,10144.2247756847,13335.4794736039,2.31458832670669,1.4589771942388,60534.4256536329,842,VCVS,LPF
PASSIVE_RLC_BPF,8526.78651198313,NaN,NaN,3.37943508284922e-12,NaN,NaN,NaN,NaN,1,10,211718.182301654,599,PASSIVE,BPF
ACTIVE_OTHER_CASCADED_VCVS,43478.2818487186,43478.2818487186,39801.409813316,1.93065894644383e-11,1.93065894644383e-11,1.07932246103781e-12,9960.36289978017,5592.25747164387,2.02589036842347,0.641248026340896,1947225.12638563,2333,ACTIVE_OTHER,LPF
PASSIVE_RC,158884.569760359,NaN,NaN,1.34032027059642e-12,NaN,NaN,NaN,NaN,1,NaN,747359.954610233,229,PASSIVE,LPF
ACTIVE_OTHER_CASCADED_VCVS,6888.58235175531,6888.58235175531,641114.268461439,3.14411878463799e-10,3.14411878463799e-10,2.1285788871335e-10,10257.906964301,8004.58309779238,2.10394348583113,0.684940614230612,37325.006156176,2137,ACTIVE_OTHER,BPF
ACTIVE_OTHER_CASCADED_VCVS,660479.522143614,660479.522143614,913137.597332922,1.02506204956522e-11,1.02506204956522e-11,4.00107711160206e-11,10042.2982918559,1249.43766825246,1.52862260994453,0.67583181503281,13931.9588454008,2576,ACTIVE_OTHER,BSF
PASSIVE_RC,417861.636162576,NaN,NaN,4.26389351663811e-11,NaN,NaN,NaN,NaN,1,NaN,8932.66980823509,505,PASSIVE,HPF
VCVS_BPF,2992.83141423158,2992.83141423158,NaN,5.59682455926701e-11,5.59682455926701e-11,NaN,10182.8545892249,9024.51481048995,1.88624606503164,0.897864392307095,950158.7767386,775,VCVS,BPF
ACTIVE_OTHER_CASCADED_VCVS,746856.975314967,746856.975314967,109723.297380434,2.47969949706959e-10,2.47969949706959e-10,2.36661938574287e-10,10119.8772911263,5497.71216631555,3.35380575239908,0.947971029770245,3494.21128887241,2370,ACTIVE_OTHER,LPF
MFB_BPF,89644.6364221975,940.688812557547,NaN,1.13020000480592e-11,8.9121096907098e-11,NaN,NaN,NaN,-125168.534271571,0.0323739087274159,546093.582677916,1977,MFB,BPF
VCVS_LPF,1062.32174006972,1062.32174006972,NaN,1.23518599264499e-10,1.23518599264499e-10,NaN,10188.7009797208,7583.51385672849,1.74430625374348,0.796372525531169,1212918.73519309,1385,VCVS,LPF
MFB_LPF,6776031.26701336,70994.6047072983,23829231.8037297,1.61030681180044e-10,2.0564034342998e-10,NaN,NaN,NaN,-3.51669448748468,0.0476598468235015,672.425171910106,1771,MFB,LPF
MFB_BPF,33914.7238893129,60831.4145933122,NaN,5.76913161381016e-11,1.17899417560496e-11,NaN,NaN,NaN,-2500921.46871981,0.502704989713509,134354.116583906,1761,MFB,BPF
PASSIVE_RLC_BPF,854.620976598976,NaN,NaN,2.15682859010571e-10,NaN,NaN,NaN,NaN,1,10,11506.0749078458,132,PASSIVE,BPF
ACTIVE_OTHER_CASCADED_VCVS,1249.45226961662,1249.45226961662,336400.404364864,1.58359052628906e-10,1.58359052628906e-10,1.12672693534694e-10,9835.89436266823,12590.7471173256,5.39346529312264,1.4825083391321,404286.071443762,2597,ACTIVE_OTHER,LPF
VCVS_BPF,171321.566297153,171321.566297153,NaN,1.82284919828796e-11,1.82284919828796e-11,NaN,9678.93015429184,3384.89571670497,1.34971796084343,0.605957028115682,50963.2779301851,839,VCVS,BPF
MFB_HPF,3264.50392737038,2483232.05297428,NaN,3.00307572038837e-10,8.82096309305035e-10,1.90183170735693e-11,NaN,NaN,-0.0633294623390641,0.0617223618619227,13647.680187035,1731,MFB,HPF
VCVS_LPF,5722.94458816481,5722.94458816481,NaN,2.44492254480543e-11,2.44492254480543e-11,NaN,9807.39769125589,11559.5540982826,2.17865660822431,1.21751755722788,1137458.30371391,1074,VCVS,LPF
VCVS_BPF,215299.560897082,215299.560897082,NaN,1.2865560432729e-12,1.2865560432729e-12,NaN,9714.03181684196,6470.76503622205,1.6661255756856,0.749695759789374,574577.054240031,787,VCVS,BPF
PASSIVE_RC,2070.09988978839,NaN,NaN,2.2182431351791e-11,NaN,NaN,NaN,NaN,1,NaN,3465929.17027065,686,PASSIVE,LPF
PASSIVE_RLC_BPF,11.4154381645749,NaN,NaN,2.38297932118408e-10,NaN,NaN,NaN,NaN,1,10,1814.39172056698,238,PASSIVE,BPF
PASSIVE_RLC_BPF,178.511447265041,NaN,NaN,6.87379429728485e-12,NaN,NaN,NaN,NaN,1,10,70136.035421278,317,PASSIVE,BPF
ACTIVE_OTHER_CASCADED_VCVS,46968.7291703862,46968.7291703862,771267.916072451,6.38751852426264e-10,6.38751852426264e-10,6.19951876346654e-11,9690.86307169831,13530.6164650634,4.36538047312077,1.25248887198439,4316.74380187105,2689,ACTIVE_OTHER,LPF
VCVS_BPF,42545.9477717401,42545.9477717401,NaN,1.76287595149971e-10,1.76287595149971e-10,NaN,10155.1810737416,680.96112472172,1.06705553744211,0.517345438200893,21219.7457356348,724,VCVS,BPF
MFB_LPF,2776065.22689097,11606.250669602,5792742.42361551,1.05663994528357e-10,8.94383419791975e-11,NaN,NaN,NaN,-2.08667374509173,0.0483535006941406,6314.03038415455,1834,MFB,LPF
MFB_LPF,192712936766.978,1016.80426951515,476629719804.133,2.06825314633506e-11,1.08093662567959e-11,NaN,NaN,NaN,-2.47326270773642,6.38895528398793e-05,483.513860973644,1989,MFB,LPF
VCVS_BPF,21155.5606736952,21155.5606736952,NaN,8.0950262102978e-11,8.0950262102978e-11,NaN,10135.6553404276,9589.55416147268,1.94612078246419,0.948875339185651,92934.5783166117,1223,VCVS,BPF
VCVS_BSF,191016.31357921,191016.31357921,NaN,8.11777866961582e-10,8.11777866961582e-10,NaN,9941.42018667219,4156.69049829446,1.4181183794914,0.859281308048481,1026.39012766582,745,VCVS,BSF
MFB_BPF,7027.83263114963,761092.878893917,NaN,1.09654864556697e-11,1.45100072576654e-11,NaN,NaN,NaN,-9806430.62238834,5.15268129332721,172521.343317021,1807,MFB,BPF
MFB_BPF,7508.548842196,523.555239057296,NaN,2.72745226212501e-10,1.64989284634571e-10,NaN,NaN,NaN,-807213.191131377,0.127967271764712,378402.87110326,2081,MFB,BPF
VCVS_BPF,14533.8998342577,14533.8998342577,NaN,5.53570230844681e-12,5.53570230844681e-12,NaN,9986.22169576945,1235.71049046359,1.12374154391015,0.532975612583789,1978177.42648168,998,VCVS,BPF
VCVS_BPF,4899.20145117314,4899.20145117314,NaN,2.4857340588785e-11,2.4857340588785e-11,NaN,10020.8924244954,1292.7506266277,1.12900553881485,0.534475125793033,1306893.41901158,1319,VCVS,BPF
MFB_HPF,4832.76500920521,250569.51308181,NaN,5.44860927813786e-10,1.10423153616439e-10,2.06076967923808e-10,NaN,NaN,-0.378219390314289,0.0643057053550578,30318.8955581949,1948,MFB,HPF
VCVS_HPF,1672.86704723184,1672.86704723184,NaN,1.6961936620362e-10,1.6961936620362e-10,NaN,10268.2081301926,2625.54863155872,1.25569686534095,0.573294847741855,560897.196353804,849,VCVS,HPF
MFB_BPF,9537.52370288885,26996142.4427483,NaN,1.52062421014293e-10,7.23359467736669e-11,NaN,NaN,NaN,-1449473.23237861,24.8657396460676,2990.63509609672,1895,MFB,BPF
VCVS_BPF,4985.13874741853,4985.13874741853,NaN,6.76415131710087e-10,6.76415131710087e-10,NaN,9865.93107689639,3346.69788495489,1.33921764290367,0.602125856965615,47198.648930232,867,VCVS,BPF
MFB_HPF,1371.47076539084,3890.98728154678,NaN,3.37136163117308e-10,2.96579690227461e-11,4.44987036082924e-10,NaN,NaN,-1.31990300882699,0.0636541559015841,599725.569851678,2035,MFB,HPF
MFB_BPF,18626.5162418561,71055334215.7845,NaN,5.0410434326954e-11,1.6790559262e-11,NaN,NaN,NaN,-3197445.88223993,845.570127749366,150.370682212516,1786,MFB,BPF
MFB_LPF,2717.8218408281,3184.19217790512,2002.86821126002,2.71345520173317e-11,3.15956890534368e-10,NaN,NaN,NaN,-0.736938743067044,0.0982358063649938,680642.503672211,2057,MFB,LPF
MFB_HPF,1331.78620841685,5346763.63593792,NaN,1.81413239674926e-10,2.79749670245506e-10,3.94803936712125e-10,NaN,NaN,-2.17626859770309,0.0028156447129232,5675.2089147336,1657,MFB,HPF
ACTIVE_OTHER_CASCADED_VCVS,168402.168466599,168402.168466599,103843.791647078,1.0810287772426e-10,1.0810287772426e-10,3.00972004350762e-11,10297.7842507429,1008.31580011741,1.94682315275893,0.670433589102041,29832.7169743501,2530,ACTIVE_OTHER,LPF
ACTIVE_OTHER_CASCADED_VCVS,112991.55485535,112991.55485535,151065.408872452,4.14845247213008e-12,4.14845247213008e-12,3.01255983610179e-10,9908.69284560842,3789.45383582108,2.11907857257076,0.939985121820801,171517.455706656,2381,ACTIVE_OTHER,BSF
MFB_LPF,3333932.41781038,21653.4841923736,7877502.61380932,1.95859725275107e-10,4.44098127680804e-11,NaN,NaN,NaN,-2.36282612440687,0.109095462577419,4131.90110598158,1669,MFB,LPF
PASSIVE_RLC_BPF,1058.89198869887,NaN,NaN,8.52617183134255e-10,NaN,NaN,NaN,NaN,1,0.341056857366654,516877.469920326,111,PASSIVE,BPF
MFB_LPF,166727011.930397,37460.0119013716,317819592.82606,3.91120887902502e-10,2.87816972741342e-11,NaN,NaN,NaN,-1.90622736619751,0.0400075712170865,434.742538674878,1415,MFB,LPF
MFB_BPF,12402.8984846252,1659.65323112187,NaN,2.16262130548516e-10,3.59494903120355e-11,NaN,NaN,NaN,-2242766.56746285,0.127884702486172,397844.402317269,1926,MFB,BPF
VCVS_LPF,6651.51597200545,6651.51597200545,NaN,7.53735627433983e-10,7.53735627433983e-10,NaN,9792.46913940504,5984.11468603204,1.61109354554429,0.719990894125322,31745.3741091324,904,VCVS,LPF
ACTIVE_OTHER_CASCADED_VCVS,4488.98406649616,4488.98406649616,190628.825157579,1.38680693788259e-12,1.38680693788259e-12,2.23537576762561e-12,9709.79860536779,9242.87969858518,3.13457568769814,0.83571368214234,12969548.0104682,2582,ACTIVE_OTHER,BPF
PASSIVE_RLC_BSF,36.8467429958674,NaN,NaN,7.06476404728261e-11,NaN,NaN,NaN,NaN,1,10,750.103543834942,621,PASSIVE,BSF
PASSIVE_RLC_BSF,160.949430177632,NaN,NaN,2.1514634897415e-12,NaN,NaN,NaN,NaN,1,10,156172.902281165,506,PASSIVE,BSF
MFB_BPF,58277.9734567197,484251338.144929,NaN,1.60042089603646e-11,4.42506588774215e-11,NaN,NaN,NaN,-387771.43792944,40.2594681426383,1125.78515829863,2072,MFB,BPF
PASSIVE_RC,101986.563498992,NaN,NaN,1.29485897550875e-10,NaN,NaN,NaN,NaN,1,NaN,12051.8773123884,79,PASSIVE,LPF
PASSIVE_RLC_BPF,488.07031831957,NaN,NaN,9.60017769745607e-11,NaN,NaN,NaN,NaN,1,10,386.782430981214,454,PASSIVE,BPF
VCVS_LPF,334980.460123243,334980.460123243,NaN,2.55881290379286e-10,2.55881290379286e-10,NaN,9761.27338980342,6782.86071952997,1.69487457718532,0.766209884903908,1856.78716206617,1300,VCVS,LPF
PASSIVE_RLC_BPF,122.588057859886,NaN,NaN,9.44615340279055e-10,NaN,NaN,NaN,NaN,1,10,16246.9033468952,594,PASSIVE,BPF
VCVS_BSF,36090.2034103218,36090.2034103218,NaN,7.319594515556e-12,7.319594515556e-12,NaN,9877.56914302026,3282.1580887797,1.33228399024662,0.748821344248849,602481.587258308,922,VCVS,BSF
PASSIVE_RC,6528.6371578886,NaN,NaN,1.64152309870672e-12,NaN,NaN,NaN,NaN,1,NaN,14850825.6980227,45,PASSIVE,HPF
MFB_BPF,40614.1728364719,7783.98601222431,NaN,2.95882724589159e-10,2.21215402906087e-11,NaN,NaN,NaN,-1113030.39503587,0.11137731874808,110640.165265699,2043,MFB,BPF
VCVS_BPF,902828.346137292,902828.346137292,NaN,2.89530076005144e-11,2.89530076005144e-11,NaN,10112.552344428,10564.8980747385,2.0447311138577,1.04682567861949,6088.65352351751,754,VCVS,BPF
VCVS_HPF,1089.18540383336,1089.18540383336,NaN,2.58285091942974e-11,2.58285091942974e-11,NaN,10095.6440290979,961.492427530404,1.09523834485043,0.525000068799408,5657427.26621365,1071,VCVS,HPF
MFB_BPF,22516.2378042457,1444576.66860579,NaN,3.12900588047091e-11,1.2950318467346e-10,NaN,NaN,NaN,-342944.407215474,3.17101285692139,13863.040952942,1903,MFB,BPF
MFB_LPF,29915590817.2919,3547.27501725858,50532036720.1665,9.15874807689996e-11,2.8370668881041e-11,NaN,NaN,NaN,-1.68915389399423,0.000476044131574013,233.20424724613,1709,MFB,LPF
MFB_LPF,187.409060939132,40739.369403912,512.860924563535,3.81563648649865e-11,1.39160046853867e-10,NaN,NaN,NaN,-2.7365855311025,0.0156705135552804,477828.88037403,1741,MFB,LPF
VCVS_LPF,956961.682891234,956961.682891234,NaN,4.24681699315286e-10,4.24681699315286e-10,NaN,10140.0146194828,10576.4613662376,2.04304202342236,1.0449779660924,391.61745105066,1024,VCVS,LPF
ACTIVE_OTHER_CASCADED_VCVS,1834.62588722883,1834.62588722883,131294.480523408,2.23002566551892e-10,2.23002566551892e-10,5.23213625304059e-12,9882.42353426068,1875.39888198961,2.48807227874714,0.826395854058998,310347.509894979,2695,ACTIVE_OTHER,HPF
MFB_HPF,86094.6815410193,1577.33876200701,NaN,1.34596636711129e-10,6.74273653642108e-10,6.21139557604818e-10,NaN,NaN,-4.61482227775057,0.724509950790032,21103.611935716,2032,MFB,HPF
MFB_BPF,3410.08972803924,30923.1432405292,NaN,4.3006575176039e-10,5.16171297385612e-11,NaN,NaN,NaN,-5681203.4526107,0.931455380341475,104023.403037205,1520,MFB,BPF
MFB_HPF,16690.9641895036,21130817.631146,NaN,4.58799465626157e-11,5.86263925002603e-10,1.05198781324598e-11,NaN,NaN,-0.229291420775796,0.0149783126895574,3412.4738184308,1816,MFB,HPF
MFB_HPF,18348.7244067197,95.4327571696446,NaN,1.1673785300491e-11,1.42507973515121e-10,4.11496348436461e-10,NaN,NaN,-35.2496073762085,0.168396524187189,496667.659773475,2074,MFB,HPF
ACTIVE_OTHER_CASCADED_VCVS,97979.0838507772,97979.0838507772,162302.68917695,6.00151880223484e-10,6.00151880223484e-10,6.17692610914507e-10,9999.73651549089,12398.4629775221,3.21017644164795,0.976910112490112,2147.06982737063,2723,ACTIVE_OTHER,LPF
