SampleID,FamilyLabel,ResponseType,Topology,EquationSource,R1,R2,R3,C1,C2,C3,L1,RA,RB,K_calc,Q_calc,f0_calc
2678,ACTIVE_OTHER,HPF,ACTIVE_OTHER_STATE_VARIABLE_HPF,State-variable/biquad-like active-other equation + current signature,230945.799754983,66859.7914572199,39537.6583974938,1.28424241062084e-10,4.1054546729283e-12,NaN,NaN,10032.0664981066,27544.5025824885,3.7456459332369,3.78643491920405,55779.9928221345
201,PASSIVE,HPF,PASSIVE_RC_HPF,Passive RC equation + source-current signature,58194.777010715,NaN,NaN,8.04841894644939e-12,NaN,NaN,NaN,NaN,NaN,1,NaN,339801.700947176
2492,ACTIVE_OTHER,LPF,ACTIVE_OTHER_STATE_VARIABLE_LPF,State-variable/biquad-like active-other equation + current signature,20551.2404883016,371752.870110603,25510.7816144436,4.22770104211499e-12,1.31260301122498e-12,NaN,NaN,9760.57839009285,5749.45052245601,1.58904813758699,2.50035704476331,772956.606146225
1950,MFB,HPF,MFB_HPF_Maheshwari,Maheshwari MFB equation + current signature,2122.52669535637,96.0713857055198,NaN,1.09044544944858e-10,4.50768502234432e-10,2.6546384533856e-10,NaN,NaN,NaN,-2.43445323626964,0.809296948414815,1018865.95855541
1718,MFB,LPF,MFB_LPF_Maheshwari,Maheshwari MFB equation + current signature,42101.6554447089,34454.8786191719,151815.144013853,4.27302439243124e-10,6.62680314349043e-11,NaN,NaN,NaN,NaN,-3.60591863693409,0.591453840148083,13077.282354066
3121,ACTIVE_OTHER,BSF,ACTIVE_OTHER_STATE_VARIABLE_BSF,State-variable/biquad-like active-other equation + current signature,11183.0243059864,1503.17092305077,9389.94475483897,3.3589856795596e-11,7.06194038750382e-11,NaN,NaN,10357.1033506826,13163.6202859784,2.27097508253704,0.90825952837819,797021.825735889
2997,ACTIVE_OTHER,BPF,ACTIVE_OTHER_STATE_VARIABLE_BPF,State-variable/biquad-like active-other equation + current signature,346510.476243204,275183.782430207,31174.3222176454,1.24079278585916e-12,4.35408887878698e-11,NaN,NaN,10224.6225348084,18370.5048358946,2.79669271636724,3.07840607899956,70121.6705823264
2047,MFB,BPF,MFB_BPF_Maheshwari,Maheshwari MFB equation + current signature,7897.65596724498,79873.8242404183,NaN,1.91440028439552e-10,5.33603077341459e-10,NaN,NaN,NaN,NaN,-237292.200164541,1.40189292502853,19826.3719291704
1333,VCVS,BPF,VCVS_BPF_Maheshwari,Maheshwari VCVS equations + prototype input/supply-current signature,76045.7126256127,76045.7126256127,NaN,1.04571661595741e-12,1.04571661595741e-12,NaN,NaN,10025.046598406,1301.46900451017,1.12982174114952,0.534708386897118,2001388.44840093
2149,MFB,BPF,MFB_BPF_Maheshwari,Maheshwari MFB equation + current signature,71.586985160106,13384.3086741489,NaN,8.16765871797126e-10,7.37921838023732e-11,NaN,NaN,NaN,NaN,-189302157.720175,3.76940386897031,662294.5030019
2738,ACTIVE_OTHER,HPF,ACTIVE_OTHER_STATE_VARIABLE_HPF,State-variable/biquad-like active-other equation + current signature,2097.04659628274,45785.1214572217,55317.6581674317,2.8200120638562e-11,1.02943998562973e-10,NaN,NaN,9812.35867352219,31711.28893544,4.23177025937812,5.65898056447069,301458.758574872
782,PASSIVE,BSF,PASSIVE_RLC_BSF,Passive RLC equation + source-current signature,815457.772628427,NaN,NaN,3.25967524473616e-12,NaN,NaN,3.21472822606217,NaN,NaN,1,1.21782108202253,49165.5421807011
80,PASSIVE,LPF,PASSIVE_RC_LPF,Passive RC equation + source-current signature,96160.8994018581,NaN,NaN,1.45823984160696e-11,NaN,NaN,NaN,NaN,NaN,1,NaN,113499.162060003
768,PASSIVE,BSF,PASSIVE_RLC_BSF,Passive RLC equation + source-current signature,83616.6814663559,NaN,NaN,2.64563472484304e-10,NaN,NaN,0.485367990314488,NaN,NaN,1,0.512244963647854,14044.9314799927
1716,MFB,LPF,MFB_LPF_Maheshwari,Maheshwari MFB equation + current signature,198347.391607452,136706.869547188,632851.555811546,7.91730718324475e-10,2.52995295834288e-10,NaN,NaN,NaN,NaN,-3.1906220227187,0.431544451342539,1209.00769657842
2275,MFB,BSF,MFB_BSF_1_MINUS_BP,Maheshwari MFB BPF denominator + 1-minus-BP notch + current signature,1872328.18357721,28973985.4644778,NaN,1.65532002632472e-11,6.52453331344009e-10,NaN,NaN,NaN,NaN,1,0.611080583779746,207.926246765805
2310,MFB,BSF,MFB_BSF_1_MINUS_BP,Maheshwari MFB BPF denominator + 1-minus-BP notch + current signature,14931.4593145393,319032.260038658,NaN,2.57256933892907e-10,4.37204215771664e-10,NaN,NaN,NaN,NaN,1,2.23225565973647,6875.84358661482
1841,MFB,HPF,MFB_HPF_Maheshwari,Maheshwari MFB equation + current signature,5633.93273676707,168407.341260298,NaN,7.90871808334939e-10,8.03276174372432e-11,1.54877072559959e-11,NaN,NaN,NaN,-0.0195830817242088,0.371535130610962,146489.934441292
900,VCVS,LPF,VCVS_LPF_Maheshwari,Maheshwari VCVS equations + prototype input/supply-current signature,10766.8514130978,10766.8514130978,NaN,1.84591942320784e-10,1.84591942320784e-10,NaN,NaN,9974.9650865227,4510.60243444854,1.45219230296283,0.646075091830989,80079.0057574929
2802,ACTIVE_OTHER,BPF,ACTIVE_OTHER_STATE_VARIABLE_BPF,State-variable/biquad-like active-other equation + current signature,1044.3415886921,2027.76946893391,44733.0363129135,5.03479740446766e-12,4.96327547874938e-11,NaN,NaN,10108.2450180524,20615.6576634521,3.03948931062063,4.43241251112774,6918538.54676219
769,PASSIVE,BSF,PASSIVE_RLC_BSF,Passive RLC equation + source-current signature,7372.83452647972,NaN,NaN,6.65423698991903e-10,NaN,NaN,0.0840425845998892,NaN,NaN,1,1.52428466717665,21282.4342112295
72,PASSIVE,LPF,PASSIVE_RC_LPF,Passive RC equation + source-current signature,916325.796988456,NaN,NaN,3.03048703065083e-12,NaN,NaN,NaN,NaN,NaN,1,NaN,57313.6132338981
2670,ACTIVE_OTHER,HPF,ACTIVE_OTHER_STATE_VARIABLE_HPF,State-variable/biquad-like active-other equation + current signature,1491.85768991058,4768.44726564896,37515.7195401339,2.63287023276329e-10,3.73545638229569e-12,NaN,NaN,10286.674100668,7333.63539859945,1.7129258035037,3.73530466514185,1902748.45917393
1543,VCVS,BSF,VCVS_BSF_Maheshwari,Maheshwari VCVS equations + prototype input/supply-current signature,11682.5489929314,11682.5489929314,NaN,1.89800750155749e-11,1.89800750155749e-11,NaN,NaN,9889.65505271596,3441.73472552671,1.34801362708617,0.766887193923115,717768.832388495
2934,ACTIVE_OTHER,BPF,ACTIVE_OTHER_STATE_VARIABLE_BPF,State-variable/biquad-like active-other equation + current signature,353498.269248717,565567.849363421,16012.1286079092,2.65485463819786e-12,2.19400770228032e-12,NaN,NaN,9861.33993639912,10091.4398865724,2.02333353800369,1.54685474199667,147483.92317517
438,PASSIVE,BPF,PASSIVE_RLC_BPF,Passive RLC equation + source-current signature,15736.2585337657,NaN,NaN,1.74288201619991e-11,NaN,NaN,0.00557949705737217,NaN,NaN,1,1.13700415047067,510374.080927342
2592,ACTIVE_OTHER,LPF,ACTIVE_OTHER_STATE_VARIABLE_LPF,State-variable/biquad-like active-other equation + current signature,2574.44651644006,836482.796797721,23610.3336533108,5.90212993131021e-12,3.57474797678427e-12,NaN,NaN,9610.84133286647,31157.5875306989,4.24192091530514,2.39342203894093,746659.49181589
3072,ACTIVE_OTHER,BSF,ACTIVE_OTHER_STATE_VARIABLE_BSF,State-variable/biquad-like active-other equation + current signature,2223.02802652912,925007.057430956,49125.412851809,2.57872554690579e-12,8.52684538903283e-11,NaN,NaN,10463.144883731,26861.1339823265,3.5672141866345,5.06255987915705,236689.168503546
1463,VCVS,BSF,VCVS_BSF_Maheshwari,Maheshwari VCVS equations + prototype input/supply-current signature,975957.187999071,975957.187999071,NaN,1.02011340988639e-10,1.02011340988639e-10,NaN,NaN,10083.2898587561,4596.07431017987,1.45581098773916,0.918798411461384,1598.60404667321
1395,VCVS,BPF,VCVS_BPF_Maheshwari,Maheshwari VCVS equations + prototype input/supply-current signature,15658.4138905987,15658.4138905987,NaN,5.08736787621792e-12,5.08736787621792e-12,NaN,NaN,9982.20991085731,11135.6740267839,2.11555197959442,1.13064869492435,1997925.17806664
2550,ACTIVE_OTHER,LPF,ACTIVE_OTHER_STATE_VARIABLE_LPF,State-variable/biquad-like active-other equation + current signature,3668.07768501534,2580.23456454065,32640.1253060181,1.32670613026892e-12,4.66137535127673e-12,NaN,NaN,9858.3396178854,22400.3874614812,3.27222720353857,3.22173088166871,20803043.1188572
283,PASSIVE,HPF,PASSIVE_RC_HPF,Passive RC equation + source-current signature,451287.485692966,NaN,NaN,1.94854879706512e-11,NaN,NaN,NaN,NaN,NaN,1,NaN,18099.040624452
2237,MFB,BSF,MFB_BSF_1_MINUS_BP,Maheshwari MFB BPF denominator + 1-minus-BP notch + current signature,3478.29017498703,89491.2905445818,NaN,1.6975550588718e-11,7.07782983185923e-11,NaN,NaN,NaN,NaN,1,2.00356436929694,260246.470374079
1773,MFB,LPF,MFB_LPF_Maheshwari,Maheshwari MFB equation + current signature,23944.1132657081,609200.59428779,78964.8100168199,3.33388255605325e-10,2.37094496019207e-11,NaN,NaN,NaN,NaN,-3.29787990645326,0.30492459307536,8161.8252231912
1344,VCVS,BPF,VCVS_BPF_Maheshwari,Maheshwari VCVS equations + prototype input/supply-current signature,31526.3407633384,31526.3407633384,NaN,4.90654845405432e-10,4.90654845405432e-10,NaN,NaN,10197.8506949849,3633.86854481434,1.35633670794978,0.608397112009878,10288.9361977705
2405,ACTIVE_OTHER,LPF,ACTIVE_OTHER_STATE_VARIABLE_LPF,State-variable/biquad-like active-other equation + current signature,2353.43044853692,281919.001790913,34343.4058742903,1.25668854092862e-12,2.44010213851907e-10,NaN,NaN,10257.6795500333,6704.73945915765,1.65363120640047,3.47646378692556,352849.44840373
594,PASSIVE,BPF,PASSIVE_RLC_BPF,Passive RLC equation + source-current signature,983102.9607263,NaN,NaN,1.53117385596088e-12,NaN,NaN,24.3300292057709,NaN,NaN,1,4.05471243099347,26075.7353099904
2792,ACTIVE_OTHER,HPF,ACTIVE_OTHER_STATE_VARIABLE_HPF,State-variable/biquad-like active-other equation + current signature,644428.896234723,4998.74913054465,32730.1078408734,6.30057548770741e-11,5.01776847980382e-11,NaN,NaN,10046.9942829243,30483.0667023644,4.03404837745083,3.14981777694812,49871.9717234478
247,PASSIVE,HPF,PASSIVE_RC_HPF,Passive RC equation + source-current signature,4904.29142105139,NaN,NaN,6.82385465967749e-11,NaN,NaN,NaN,NaN,NaN,1,NaN,475569.610200291
1242,VCVS,BPF,VCVS_BPF_Maheshwari,Maheshwari VCVS equations + prototype input/supply-current signature,29743.1039478828,29743.1039478828,NaN,4.75287714451389e-12,4.75287714451389e-12,NaN,NaN,10008.7527722122,1915.55607382628,1.19138808974726,0.552910214917393,1125841.50244117
1172,VCVS,HPF,VCVS_HPF_Maheshwari,Maheshwari VCVS equations + prototype input/supply-current signature,2329.53235881123,2329.53235881123,NaN,4.39875446708278e-10,4.39875446708278e-10,NaN,NaN,10108.852029784,5611.48852921518,1.55510640700664,0.692092486844183,155317.954830331
2931,ACTIVE_OTHER,BPF,ACTIVE_OTHER_STATE_VARIABLE_BPF,State-variable/biquad-like active-other equation + current signature,1882.40546908992,13374.3181462716,8308.36705831552,8.43027369168085e-11,2.31780148443994e-12,NaN,NaN,9974.78537952995,15825.5915806895,2.5865596079056,0.872240021970937,2269179.03880417
2900,ACTIVE_OTHER,BPF,ACTIVE_OTHER_STATE_VARIABLE_BPF,State-variable/biquad-like active-other equation + current signature,36982.5030603116,604409.550441425,26559.3922398808,7.19306496437048e-10,1.74634027010066e-12,NaN,NaN,10294.6151245016,27895.6631630261,3.70973346994132,2.66857098982264,30035.5020661104
1707,MFB,LPF,MFB_LPF_Maheshwari,Maheshwari MFB equation + current signature,321871.846396352,76993.2330481172,426462.52431857,2.43725517201455e-10,9.25707846988244e-10,NaN,NaN,NaN,NaN,-1.32494509567458,0.153563980417742,1849.12361000812
826,VCVS,LPF,VCVS_LPF_Maheshwari,Maheshwari VCVS equations + prototype input/supply-current signature,876528.485800865,876528.485800865,NaN,1.568199999989e-10,1.568199999989e-10,NaN,NaN,9857.04776603842,4492.80744209867,1.45579645637695,0.647583023707986,1157.85092669322
2872,ACTIVE_OTHER,BPF,ACTIVE_OTHER_STATE_VARIABLE_BPF,State-variable/biquad-like active-other equation + current signature,303272.740515591,2369.02111433806,28178.2812859006,9.51037015444502e-10,3.96204263478013e-12,NaN,NaN,10027.9648790068,6474.38544356787,1.6456330393739,2.76368663025606,96729.8903512096
3112,ACTIVE_OTHER,BSF,ACTIVE_OTHER_STATE_VARIABLE_BSF,State-variable/biquad-like active-other equation + current signature,2466.48279968156,645412.237833497,7798.60501566878,8.56450504340183e-10,1.00683364475577e-10,NaN,NaN,9825.52845931926,17376.5126118766,2.76850666952121,0.766349900086298,13584.1507816845
1394,VCVS,BPF,VCVS_BPF_Maheshwari,Maheshwari VCVS equations + prototype input/supply-current signature,233032.359843503,233032.359843503,NaN,5.95194280776142e-11,5.95194280776142e-11,NaN,NaN,9842.42541704952,9985.43277554842,2.01452968678342,1.01474391119505,11474.8006427689
1009,VCVS,HPF,VCVS_HPF_Maheshwari,Maheshwari VCVS equations + prototype input/supply-current signature,8177.852657438,8177.852657438,NaN,5.08495189154051e-11,5.08495189154051e-11,NaN,NaN,10024.8492542565,3967.86044623748,1.39580250491575,0.623364643732647,382731.318653383
1161,VCVS,HPF,VCVS_HPF_Maheshwari,Maheshwari VCVS equations + prototype input/supply-current signature,16445.4492824048,16445.4492824048,NaN,4.59934823710339e-12,4.59934823710339e-12,NaN,NaN,9995.92372000228,1518.87285053247,1.15194922381142,0.541110673410391,2104156.77962538
369,PASSIVE,HPF,PASSIVE_RC_HPF,Passive RC equation + source-current signature,58071.3492870307,NaN,NaN,6.73680676755451e-12,NaN,NaN,NaN,NaN,NaN,1,NaN,406821.712895482
216,PASSIVE,HPF,PASSIVE_RC_HPF,Passive RC equation + source-current signature,20307.7779785102,NaN,NaN,8.45687590559469e-11,NaN,NaN,NaN,NaN,NaN,1,NaN,92671.8359524892
299,PASSIVE,HPF,PASSIVE_RC_HPF,Passive RC equation + source-current signature,315250.35501395,NaN,NaN,9.58407263562728e-11,NaN,NaN,NaN,NaN,NaN,1,NaN,5267.62015672567
396,PASSIVE,HPF,PASSIVE_RC_HPF,Passive RC equation + source-current signature,379234.622532906,NaN,NaN,7.81342531383694e-10,NaN,NaN,NaN,NaN,NaN,1,NaN,537.119211903862
1749,MFB,LPF,MFB_LPF_Maheshwari,Maheshwari MFB equation + current signature,49875.4950939758,168084.952370577,166979.995333122,9.72346142780852e-11,5.1669915948729e-11,NaN,NaN,NaN,NaN,-3.34793659729085,0.255980744454731,13402.75769728
2199,MFB,BPF,MFB_BPF_Maheshwari,Maheshwari MFB equation + current signature,809443.636679324,134081393.664593,NaN,7.15322592736001e-11,5.46640832962113e-11,NaN,NaN,NaN,NaN,-22600.1497719608,6.37743716738362,244.30961624976
593,PASSIVE,BPF,PASSIVE_RLC_BPF,Passive RLC equation + source-current signature,256.429959708675,NaN,NaN,1.41075983434261e-10,NaN,NaN,0.000182783543458388,NaN,NaN,1,4.43887830655665,991117.266761435
324,PASSIVE,HPF,PASSIVE_RC_HPF,Passive RC equation + source-current signature,904806.499760688,NaN,NaN,8.11933295235175e-11,NaN,NaN,NaN,NaN,NaN,1,NaN,2166.42704622429
2853,ACTIVE_OTHER,BPF,ACTIVE_OTHER_STATE_VARIABLE_BPF,State-variable/biquad-like active-other equation + current signature,17446.5901376661,13003.3258655094,51085.5180505108,1.83440756520968e-11,7.95234954762903e-11,NaN,NaN,9962.95424159546,12834.3694466067,2.28820921339005,5.35768663131149,276657.203187926
1308,VCVS,BPF,VCVS_BPF_Maheshwari,Maheshwari VCVS equations + prototype input/supply-current signature,295081.281547103,295081.281547103,NaN,1.68676998868283e-11,1.68676998868283e-11,NaN,NaN,10132.0508075795,6436.98235741908,1.63530893001481,0.732766574057566,31975.8873560436
2417,ACTIVE_OTHER,LPF,ACTIVE_OTHER_STATE_VARIABLE_LPF,State-variable/biquad-like active-other equation + current signature,136546.949617206,19220.6014125436,16701.4327339699,9.86377219573729e-11,1.34061324178453e-10,NaN,NaN,9628.09948480511,24864.5014858136,3.58249320388248,1.59457950440695,27016.0825573002
1891,MFB,HPF,MFB_HPF_Maheshwari,Maheshwari MFB equation + current signature,422490.197689865,151819.932938248,NaN,1.62555240784092e-10,2.44211795506483e-11,7.07540207266415e-11,NaN,NaN,NaN,-0.435261394128892,0.618140125275172,15117.7978856014
2414,ACTIVE_OTHER,LPF,ACTIVE_OTHER_STATE_VARIABLE_LPF,State-variable/biquad-like active-other equation + current signature,1175.01197880063,40482.2999975249,8232.51854817312,2.28796567250555e-12,2.04604243327559e-10,NaN,NaN,9854.68311952985,17242.160989861,2.74964134114985,0.795875461658816,1066557.62480494
214,PASSIVE,HPF,PASSIVE_RC_HPF,Passive RC equation + source-current signature,140846.192615833,NaN,NaN,2.1601915203686e-11,NaN,NaN,NaN,NaN,NaN,1,NaN,52309.7642969078
515,PASSIVE,BPF,PASSIVE_RLC_BPF,Passive RLC equation + source-current signature,4965743.34756539,NaN,NaN,3.35726169528705e-11,NaN,NaN,2554.0571707124,NaN,NaN,1,1.75646071188788,543.515866576294
2200,MFB,BPF,MFB_BPF_Maheshwari,Maheshwari MFB equation + current signature,2417382.63315472,703309153.345263,NaN,1.10758040219493e-11,8.88622014567142e-11,NaN,NaN,NaN,NaN,-4655.19131649873,5.35446302153246,123.034846721608
1352,VCVS,BPF,VCVS_BPF_Maheshwari,Maheshwari VCVS equations + prototype input/supply-current signature,117630.781108237,117630.781108237,NaN,5.1797997497094e-11,5.1797997497094e-11,NaN,NaN,9803.22753307153,10573.065498578,2.07852903167956,1.08522138448126,26120.7823488823
346,PASSIVE,HPF,PASSIVE_RC_HPF,Passive RC equation + source-current signature,266335.257107626,NaN,NaN,2.08783856436972e-12,NaN,NaN,NaN,NaN,NaN,1,NaN,286216.42636556
447,PASSIVE,BPF,PASSIVE_RLC_BPF,Passive RLC equation + source-current signature,180551.06047122,NaN,NaN,1.25687836074035e-11,NaN,NaN,2.87573444482291,NaN,NaN,1,2.64927914927465,26472.7535996302
1047,VCVS,HPF,VCVS_HPF_Maheshwari,Maheshwari VCVS equations + prototype input/supply-current signature,19562.9637550667,19562.9637550667,NaN,1.36406040131591e-11,1.36406040131591e-11,NaN,NaN,10079.6874988354,7904.37108149019,1.7841881092448,0.822495657102722,596419.562474097
2258,MFB,BSF,MFB_BSF_1_MINUS_BP,Maheshwari MFB BPF denominator + 1-minus-BP notch + current signature,246538.327445779,42380907.0913955,NaN,7.30534839941553e-11,1.01379088036692e-10,NaN,NaN,NaN,NaN,1,6.46859518443067,572.134489324537
1341,VCVS,BPF,VCVS_BPF_Maheshwari,Maheshwari VCVS equations + prototype input/supply-current signature,77777.8307654052,77777.8307654052,NaN,9.75677182567664e-11,9.75677182567664e-11,NaN,NaN,10187.4270114699,3252.47618547174,1.31926375342958,0.594977351170073,20972.8840875635
2503,ACTIVE_OTHER,LPF,ACTIVE_OTHER_STATE_VARIABLE_LPF,State-variable/biquad-like active-other equation + current signature,2431.81159028193,1897.86226861641,8472.64282334922,3.42718425602951e-11,3.65335787773277e-10,NaN,NaN,10189.332656258,27498.3385180569,3.69873792972773,0.875424305610146,662076.218019911
1945,MFB,HPF,MFB_HPF_Maheshwari,Maheshwari MFB equation + current signature,173444.218328701,12525.2125186717,NaN,7.55590220039471e-11,2.22908023011918e-11,8.775037864331e-11,NaN,NaN,NaN,-1.16134878821917,0.763543164840358,77207.6469337055
1571,VCVS,BSF,VCVS_BSF_Maheshwari,Maheshwari VCVS equations + prototype input/supply-current signature,13949.788353066,13949.788353066,NaN,8.04783224371988e-10,8.04783224371988e-10,NaN,NaN,10166.0178048053,6272.55737904076,1.6170122362048,1.30552473803672,14176.6493706962
367,PASSIVE,HPF,PASSIVE_RC_HPF,Passive RC equation + source-current signature,7715.8119635979,NaN,NaN,4.37244406969763e-10,NaN,NaN,NaN,NaN,NaN,1,NaN,47175.2525184982
2106,MFB,BPF,MFB_BPF_Maheshwari,Maheshwari MFB equation + current signature,3764.59444004323,1339363.7166532,NaN,6.82550663274516e-10,5.25349316537087e-11,NaN,NaN,NaN,NaN,-5056309.2949034,4.85896517847247,11836.4164321057
2238,MFB,BSF,MFB_BSF_1_MINUS_BP,Maheshwari MFB BPF denominator + 1-minus-BP notch + current signature,660722.929781896,43620590.6797853,NaN,3.43906748679138e-10,2.42544692916845e-10,NaN,NaN,NaN,NaN,1,4.00147640881912,102.647513538336
2456,ACTIVE_OTHER,LPF,ACTIVE_OTHER_STATE_VARIABLE_LPF,State-variable/biquad-like active-other equation + current signature,2591.40322313128,288070.038793053,22248.0324623864,5.380036442034e-12,1.12688162417911e-10,NaN,NaN,10279.4213484794,11991.0249890298,2.16650778118007,2.23328418532616,236576.624854098
1443,VCVS,BSF,VCVS_BSF_Maheshwari,Maheshwari VCVS equations + prototype input/supply-current signature,10382.3756320891,10382.3756320891,NaN,1.82562132995623e-11,1.82562132995623e-11,NaN,NaN,10011.7036835741,3091.67238529595,1.30880582196698,0.723385722696457,839677.842008471
349,PASSIVE,HPF,PASSIVE_RC_HPF,Passive RC equation + source-current signature,6568.08798247571,NaN,NaN,5.16242674169882e-10,NaN,NaN,NaN,NaN,NaN,1,NaN,46938.2904641464
2825,ACTIVE_OTHER,BPF,ACTIVE_OTHER_STATE_VARIABLE_BPF,State-variable/biquad-like active-other equation + current signature,302883.023736466,1299.34369760195,9434.91382969948,1.13219553647452e-11,2.09289932345665e-12,NaN,NaN,10137.6128736583,19472.1547770953,2.92078303045996,0.962450668512467,1648108.33358036
1429,VCVS,BSF,VCVS_BSF_Maheshwari,Maheshwari VCVS equations + prototype input/supply-current signature,473599.801250606,473599.801250606,NaN,4.38867862343276e-11,4.38867862343276e-11,NaN,NaN,9964.67675254576,3025.64867411681,1.30363741336053,0.71801674816121,7657.28551707803
365,PASSIVE,HPF,PASSIVE_RC_HPF,Passive RC equation + source-current signature,315558.128231943,NaN,NaN,6.68448067364634e-11,NaN,NaN,NaN,NaN,NaN,1,NaN,7545.24051949367
793,PASSIVE,BSF,PASSIVE_RLC_BSF,Passive RLC equation + source-current signature,2465.48801016827,NaN,NaN,2.10570164127962e-10,NaN,NaN,0.0156541477706416,NaN,NaN,1,3.49714308591215,87661.1168021451
2882,ACTIVE_OTHER,BPF,ACTIVE_OTHER_STATE_VARIABLE_BPF,State-variable/biquad-like active-other equation + current signature,19950.5430766283,244585.021575493,42969.3831138366,6.3071985380214e-11,5.64361045092045e-10,NaN,NaN,9954.35714763794,24151.1149558679,3.42618529731965,4.15405985261154,12076.2216742777
206,PASSIVE,HPF,PASSIVE_RC_HPF,Passive RC equation + source-current signature,43582.3107818414,NaN,NaN,3.41846315181232e-10,NaN,NaN,NaN,NaN,NaN,1,NaN,10682.6494038357
311,PASSIVE,HPF,PASSIVE_RC_HPF,Passive RC equation + source-current signature,101823.137988431,NaN,NaN,3.36252038793819e-11,NaN,NaN,NaN,NaN,NaN,1,NaN,46484.5604137917
2663,ACTIVE_OTHER,HPF,ACTIVE_OTHER_STATE_VARIABLE_HPF,State-variable/biquad-like active-other equation + current signature,154718.948709294,48104.4159183407,44024.0502145454,3.56404085792072e-12,8.63319825084116e-11,NaN,NaN,10300.23744639,24100.665691124,3.33981651554749,4.44159893474925,105171.655879622
1614,MFB,LPF,MFB_LPF_Maheshwari,Maheshwari MFB equation + current signature,283.859151670789,4555.02684562565,1039.05026466485,6.69990875641851e-10,2.10215515700928e-11,NaN,NaN,NaN,NaN,-3.66044307026574,0.551562173136856,616438.215650509
1022,VCVS,HPF,VCVS_HPF_Maheshwari,Maheshwari VCVS equations + prototype input/supply-current signature,282173.336989594,282173.336989594,NaN,2.3560403294894e-10,2.3560403294894e-10,NaN,NaN,9895.50661642593,11798.4279294398,2.19230155531958,1.23808583090149,2393.98506801428
1584,VCVS,BSF,VCVS_BSF_Maheshwari,Maheshwari VCVS equations + prototype input/supply-current signature,76257.3774818158,76257.3774818158,NaN,1.499105004547e-11,1.499105004547e-11,NaN,NaN,9959.13650468333,3649.36912119848,1.36643429071209,0.789184125135129,139221.469023091
95,PASSIVE,LPF,PASSIVE_RC_LPF,Passive RC equation + source-current signature,5714.38994760882,NaN,NaN,6.70705983474283e-11,NaN,NaN,NaN,NaN,NaN,1,NaN,415258.066736451
484,PASSIVE,BPF,PASSIVE_RLC_BPF,Passive RLC equation + source-current signature,160273591.400183,NaN,NaN,1.25176115766619e-12,NaN,NaN,484739.485551041,NaN,NaN,1,3.88267906911906,204.317326519567
1654,MFB,LPF,MFB_LPF_Maheshwari,Maheshwari MFB equation + current signature,7007.84064219848,2241.90892436597,24376.1054015772,4.41937905726473e-11,3.86377482640835e-11,NaN,NaN,NaN,NaN,-3.4784046393398,0.229721651189233,521005.680303592
3027,ACTIVE_OTHER,BSF,ACTIVE_OTHER_STATE_VARIABLE_BSF,State-variable/biquad-like active-other equation + current signature,456800.157791277,14613.1639007551,16500.9906345967,6.35469408329661e-12,6.19223016596295e-11,NaN,NaN,10037.9347409269,12428.3313475249,2.23813629678741,1.70753861647689,98200.5707142252
1989,MFB,HPF,MFB_HPF_Maheshwari,Maheshwari MFB equation + current signature,361870.003123044,13.9044017799121,NaN,6.35873141327577e-10,3.88729131315728e-11,8.02157730389125e-10,NaN,NaN,NaN,-1.2615059172249,15.2901615085742,401803.998970854
870,VCVS,LPF,VCVS_LPF_Maheshwari,Maheshwari VCVS equations + prototype input/supply-current signature,306903.804172757,306903.804172757,NaN,6.92045433137951e-11,6.92045433137951e-11,NaN,NaN,10088.4467801461,13711.7340097783,2.35915213794484,1.56043276292295,7493.47483035936
140,PASSIVE,LPF,PASSIVE_RC_LPF,Passive RC equation + source-current signature,6332.05208112377,NaN,NaN,2.60926493235413e-10,NaN,NaN,NaN,NaN,NaN,1,NaN,96329.0940389913
1279,VCVS,BPF,VCVS_BPF_Maheshwari,Maheshwari VCVS equations + prototype input/supply-current signature,145384.404298962,145384.404298962,NaN,5.65228016789002e-11,5.65228016789002e-11,NaN,NaN,10175.9584187382,8740.10440363792,1.85889741722448,0.876345400575366,19367.725885896
1824,MFB,HPF,MFB_HPF_Maheshwari,Maheshwari MFB equation + current signature,70313.8195440288,2072547.78628554,NaN,6.34679050658017e-10,5.15576899845112e-10,6.17674350518224e-11,NaN,NaN,NaN,-0.0973207402824841,0.278662272450853,2336.25907418035
926,VCVS,LPF,VCVS_LPF_Maheshwari,Maheshwari VCVS equations + prototype input/supply-current signature,805341.385163027,805341.385163027,NaN,2.67618394935718e-10,2.67618394935718e-10,NaN,NaN,9822.21100298462,5684.26601366086,1.57871552667048,0.703588914650837,738.455199360715
3075,ACTIVE_OTHER,BSF,ACTIVE_OTHER_STATE_VARIABLE_BSF,State-variable/biquad-like active-other equation + current signature,113063.39677916,387951.12093417,23706.5303151702,4.84288145060341e-10,7.49442077213399e-12,NaN,NaN,10055.797496165,19072.8779593848,2.89670465884567,2.48253864627554,12613.9079169215
2097,MFB,BPF,MFB_BPF_Maheshwari,Maheshwari MFB equation + current signature,4209219.82940316,467951326.71525,NaN,1.99800716714452e-11,4.8173967859128e-11,NaN,NaN,NaN,NaN,-4931.57876399336,4.79968422732756,115.588401070325
2002,MFB,BPF,MFB_BPF_Maheshwari,Maheshwari MFB equation + current signature,1131.62722233958,351281.700457365,NaN,1.03034387646431e-10,6.11225874884603e-10,NaN,NaN,NaN,NaN,-1445755.59903568,6.19029781756787,31808.9045344059
